method,fillPerc,confidence,leaves,treeSize,performanceValidation,performanceTraining
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_10.00_moda.arff -T ../data/validation2.csv.arff -C 0.1500 > ../output/exc2//tree_faltantes_10.00_moda_conf_0.150.out
moda,10.00,0.1500,599,1197,55.7508,83.9276
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_10.00_moda.arff -T ../data/validation2.csv.arff -C 0.1750 > ../output/exc2//tree_faltantes_10.00_moda_conf_0.175.out
moda,10.00,0.1750,682,1363,55.8307,86.1964
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_10.00_moda.arff -T ../data/validation2.csv.arff -C 0.2000 > ../output/exc2//tree_faltantes_10.00_moda_conf_0.200.out
moda,10.00,0.2000,720,1439,56.6294,87.0353
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_10.00_moda.arff -T ../data/validation2.csv.arff -C 0.2250 > ../output/exc2//tree_faltantes_10.00_moda_conf_0.225.out
moda,10.00,0.2250,730,1459,56.5495,87.2259
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_10.00_moda.arff -T ../data/validation2.csv.arff -C 0.2500 > ../output/exc2//tree_faltantes_10.00_moda_conf_0.250.out
moda,10.00,0.2500,736,1471,56.7093,87.3785
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_10.00_moda.arff -T ../data/validation2.csv.arff -C 0.2750 > ../output/exc2//tree_faltantes_10.00_moda_conf_0.275.out
moda,10.00,0.2750,759,1517,56.9489,87.7407
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_10.00_moda.arff -T ../data/validation2.csv.arff -C 0.3000 > ../output/exc2//tree_faltantes_10.00_moda_conf_0.300.out
moda,10.00,0.3000,766,1531,56.7891,87.8551
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_10.00_moda.arff -T ../data/validation2.csv.arff -C 0.3250 > ../output/exc2//tree_faltantes_10.00_moda_conf_0.325.out
moda,10.00,0.3250,771,1541,56.7093,87.9695
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_10.00_moda.arff -T ../data/validation2.csv.arff -C 0.3500 > ../output/exc2//tree_faltantes_10.00_moda_conf_0.350.out
moda,10.00,0.3500,777,1553,56.7891,88.103
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_10.00_moda.arff -T ../data/validation2.csv.arff -C 0.3750 > ../output/exc2//tree_faltantes_10.00_moda_conf_0.375.out
moda,10.00,0.3750,777,1553,56.7891,88.103
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_10.00_moda.arff -T ../data/validation2.csv.arff -C 0.4000 > ../output/exc2//tree_faltantes_10.00_moda_conf_0.400.out
moda,10.00,0.4000,789,1577,56.7891,88.2745
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_10.00_moda.arff -T ../data/validation2.csv.arff -C 0.4250 > ../output/exc2//tree_faltantes_10.00_moda_conf_0.425.out
moda,10.00,0.4250,790,1579,56.7891,88.2936
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_10.00_moda.arff -T ../data/validation2.csv.arff -C 0.4500 > ../output/exc2//tree_faltantes_10.00_moda_conf_0.450.out
moda,10.00,0.4500,796,1591,56.7891,88.408
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_10.00_moda.arff -T ../data/validation2.csv.arff -C 0.4750 > ../output/exc2//tree_faltantes_10.00_moda_conf_0.475.out
moda,10.00,0.4750,801,1601,56.9489,88.4843
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_10.00_moda.arff -T ../data/validation2.csv.arff -C 0.5000 > ../output/exc2//tree_faltantes_10.00_moda_conf_0.500.out
moda,10.00,0.5000,807,1613,56.9489,88.5796
# ./ind_faltantes.py ../data/training2.csv.arff 12.50  moda > ../output/exc2//dataset_faltantes_12.50_moda.arff
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_12.50_moda.arff -T ../data/validation2.csv.arff -C 0.0010 > ../output/exc2//tree_faltantes_12.50_moda_conf_0.001.out
moda,12.50,0.0010,7,13,51.278,52.5453
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_12.50_moda.arff -T ../data/validation2.csv.arff -C 0.0250 > ../output/exc2//tree_faltantes_12.50_moda_conf_0.025.out
moda,12.50,0.0250,267,533,56.23,71.3441
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_12.50_moda.arff -T ../data/validation2.csv.arff -C 0.0500 > ../output/exc2//tree_faltantes_12.50_moda_conf_0.050.out
moda,12.50,0.0500,399,797,57.508,77.4071
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_12.50_moda.arff -T ../data/validation2.csv.arff -C 0.0750 > ../output/exc2//tree_faltantes_12.50_moda_conf_0.075.out
moda,12.50,0.0750,475,949,57.6677,80.1525
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_12.50_moda.arff -T ../data/validation2.csv.arff -C 0.1000 > ../output/exc2//tree_faltantes_12.50_moda_conf_0.100.out
moda,12.50,0.1000,526,1051,57.4281,81.6397
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_12.50_moda.arff -T ../data/validation2.csv.arff -C 0.1250 > ../output/exc2//tree_faltantes_12.50_moda_conf_0.125.out
moda,12.50,0.1250,571,1141,57.2684,82.898
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_12.50_moda.arff -T ../data/validation2.csv.arff -C 0.1500 > ../output/exc2//tree_faltantes_12.50_moda_conf_0.150.out
moda,12.50,0.1500,609,1217,57.4281,83.9847
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_12.50_moda.arff -T ../data/validation2.csv.arff -C 0.1750 > ../output/exc2//tree_faltantes_12.50_moda_conf_0.175.out
moda,12.50,0.1750,649,1297,57.508,84.9571
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_12.50_moda.arff -T ../data/validation2.csv.arff -C 0.2000 > ../output/exc2//tree_faltantes_12.50_moda_conf_0.200.out
moda,12.50,0.2000,679,1357,57.6677,85.6435
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_12.50_moda.arff -T ../data/validation2.csv.arff -C 0.2250 > ../output/exc2//tree_faltantes_12.50_moda_conf_0.225.out
moda,12.50,0.2250,690,1379,57.2684,85.8532
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_12.50_moda.arff -T ../data/validation2.csv.arff -C 0.2500 > ../output/exc2//tree_faltantes_12.50_moda_conf_0.250.out
moda,12.50,0.2500,694,1387,57.2684,85.8723
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_12.50_moda.arff -T ../data/validation2.csv.arff -C 0.2750 > ../output/exc2//tree_faltantes_12.50_moda_conf_0.275.out
moda,12.50,0.2750,708,1415,57.6677,86.2154
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_12.50_moda.arff -T ../data/validation2.csv.arff -C 0.3000 > ../output/exc2//tree_faltantes_12.50_moda_conf_0.300.out
moda,12.50,0.3000,719,1437,57.6677,86.4633
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_12.50_moda.arff -T ../data/validation2.csv.arff -C 0.3250 > ../output/exc2//tree_faltantes_12.50_moda_conf_0.325.out
moda,12.50,0.3250,741,1481,57.2684,86.8827
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_12.50_moda.arff -T ../data/validation2.csv.arff -C 0.3500 > ../output/exc2//tree_faltantes_12.50_moda_conf_0.350.out
moda,12.50,0.3500,746,1491,57.2684,86.959
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_12.50_moda.arff -T ../data/validation2.csv.arff -C 0.3750 > ../output/exc2//tree_faltantes_12.50_moda_conf_0.375.out
moda,12.50,0.3750,749,1497,57.3482,87.0543
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_12.50_moda.arff -T ../data/validation2.csv.arff -C 0.4000 > ../output/exc2//tree_faltantes_12.50_moda_conf_0.400.out
moda,12.50,0.4000,759,1517,57.4281,87.2259
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_12.50_moda.arff -T ../data/validation2.csv.arff -C 0.4250 > ../output/exc2//tree_faltantes_12.50_moda_conf_0.425.out
moda,12.50,0.4250,764,1527,57.4281,87.3022
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_12.50_moda.arff -T ../data/validation2.csv.arff -C 0.4500 > ../output/exc2//tree_faltantes_12.50_moda_conf_0.450.out
moda,12.50,0.4500,770,1539,57.6677,87.3975
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_12.50_moda.arff -T ../data/validation2.csv.arff -C 0.4750 > ../output/exc2//tree_faltantes_12.50_moda_conf_0.475.out
moda,12.50,0.4750,774,1547,57.9872,87.4738
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_12.50_moda.arff -T ../data/validation2.csv.arff -C 0.5000 > ../output/exc2//tree_faltantes_12.50_moda_conf_0.500.out
moda,12.50,0.5000,779,1557,57.9872,87.5119
# ./ind_faltantes.py ../data/training2.csv.arff 15.00  moda > ../output/exc2//dataset_faltantes_15.00_moda.arff
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_15.00_moda.arff -T ../data/validation2.csv.arff -C 0.0010 > ../output/exc2//tree_faltantes_15.00_moda_conf_0.001.out
moda,15.00,0.0010,8,15,51.278,52.6787
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_15.00_moda.arff -T ../data/validation2.csv.arff -C 0.0250 > ../output/exc2//tree_faltantes_15.00_moda_conf_0.025.out
moda,15.00,0.0250,267,533,55.3514,71.6301
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_15.00_moda.arff -T ../data/validation2.csv.arff -C 0.0500 > ../output/exc2//tree_faltantes_15.00_moda_conf_0.050.out
moda,15.00,0.0500,428,855,57.1885,78.4366
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_15.00_moda.arff -T ../data/validation2.csv.arff -C 0.0750 > ../output/exc2//tree_faltantes_15.00_moda_conf_0.075.out
moda,15.00,0.0750,529,1057,57.6677,81.9066
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_15.00_moda.arff -T ../data/validation2.csv.arff -C 0.1000 > ../output/exc2//tree_faltantes_15.00_moda_conf_0.100.out
moda,15.00,0.1000,565,1129,57.9073,82.9743
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_15.00_moda.arff -T ../data/validation2.csv.arff -C 0.1250 > ../output/exc2//tree_faltantes_15.00_moda_conf_0.125.out
moda,15.00,0.1250,576,1151,57.9872,83.2602
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_15.00_moda.arff -T ../data/validation2.csv.arff -C 0.1500 > ../output/exc2//tree_faltantes_15.00_moda_conf_0.150.out
moda,15.00,0.1500,603,1205,57.9872,84.0038
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_15.00_moda.arff -T ../data/validation2.csv.arff -C 0.1750 > ../output/exc2//tree_faltantes_15.00_moda_conf_0.175.out
moda,15.00,0.1750,647,1293,57.9872,85.1096
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_15.00_moda.arff -T ../data/validation2.csv.arff -C 0.2000 > ../output/exc2//tree_faltantes_15.00_moda_conf_0.200.out
moda,15.00,0.2000,676,1351,58.0671,85.6625
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_15.00_moda.arff -T ../data/validation2.csv.arff -C 0.2250 > ../output/exc2//tree_faltantes_15.00_moda_conf_0.225.out
moda,15.00,0.2250,708,1415,58.2268,86.387
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_15.00_moda.arff -T ../data/validation2.csv.arff -C 0.2500 > ../output/exc2//tree_faltantes_15.00_moda_conf_0.250.out
moda,15.00,0.2500,719,1437,58.147,86.6158
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_15.00_moda.arff -T ../data/validation2.csv.arff -C 0.2750 > ../output/exc2//tree_faltantes_15.00_moda_conf_0.275.out
moda,15.00,0.2750,732,1463,58.147,86.9018
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_15.00_moda.arff -T ../data/validation2.csv.arff -C 0.3000 > ../output/exc2//tree_faltantes_15.00_moda_conf_0.300.out
moda,15.00,0.3000,744,1487,57.7476,87.1306
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_15.00_moda.arff -T ../data/validation2.csv.arff -C 0.3250 > ../output/exc2//tree_faltantes_15.00_moda_conf_0.325.out
moda,15.00,0.3250,760,1519,57.8275,87.3975
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_15.00_moda.arff -T ../data/validation2.csv.arff -C 0.3500 > ../output/exc2//tree_faltantes_15.00_moda_conf_0.350.out
moda,15.00,0.3500,766,1531,57.9073,87.5119
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_15.00_moda.arff -T ../data/validation2.csv.arff -C 0.3750 > ../output/exc2//tree_faltantes_15.00_moda_conf_0.375.out
moda,15.00,0.3750,764,1527,57.9073,87.4929
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_15.00_moda.arff -T ../data/validation2.csv.arff -C 0.4000 > ../output/exc2//tree_faltantes_15.00_moda_conf_0.400.out
moda,15.00,0.4000,768,1535,57.8275,87.5691
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_15.00_moda.arff -T ../data/validation2.csv.arff -C 0.4250 > ../output/exc2//tree_faltantes_15.00_moda_conf_0.425.out
moda,15.00,0.4250,770,1539,57.8275,87.6072
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_15.00_moda.arff -T ../data/validation2.csv.arff -C 0.4500 > ../output/exc2//tree_faltantes_15.00_moda_conf_0.450.out
moda,15.00,0.4500,773,1545,57.8275,87.6835
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_15.00_moda.arff -T ../data/validation2.csv.arff -C 0.4750 > ../output/exc2//tree_faltantes_15.00_moda_conf_0.475.out
moda,15.00,0.4750,776,1551,57.8275,87.7407
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_15.00_moda.arff -T ../data/validation2.csv.arff -C 0.5000 > ../output/exc2//tree_faltantes_15.00_moda_conf_0.500.out
moda,15.00,0.5000,786,1571,57.5879,87.8551
# ./ind_faltantes.py ../data/training2.csv.arff 17.50  moda > ../output/exc2//dataset_faltantes_17.50_moda.arff
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_17.50_moda.arff -T ../data/validation2.csv.arff -C 0.0010 > ../output/exc2//tree_faltantes_17.50_moda_conf_0.001.out
moda,17.50,0.0010,8,15,51.278,52.5643
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_17.50_moda.arff -T ../data/validation2.csv.arff -C 0.0250 > ../output/exc2//tree_faltantes_17.50_moda_conf_0.025.out
moda,17.50,0.0250,278,555,54.9521,71.9924
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_17.50_moda.arff -T ../data/validation2.csv.arff -C 0.0500 > ../output/exc2//tree_faltantes_17.50_moda_conf_0.050.out
moda,17.50,0.0500,412,823,55.5112,78.3413
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_17.50_moda.arff -T ../data/validation2.csv.arff -C 0.0750 > ../output/exc2//tree_faltantes_17.50_moda_conf_0.075.out
moda,17.50,0.0750,486,971,56.0703,80.9533
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_17.50_moda.arff -T ../data/validation2.csv.arff -C 0.1000 > ../output/exc2//tree_faltantes_17.50_moda_conf_0.100.out
moda,17.50,0.1000,576,1151,56.1502,83.8513
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_17.50_moda.arff -T ../data/validation2.csv.arff -C 0.1250 > ../output/exc2//tree_faltantes_17.50_moda_conf_0.125.out
moda,17.50,0.1250,607,1213,56.3099,84.7092
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_17.50_moda.arff -T ../data/validation2.csv.arff -C 0.1500 > ../output/exc2//tree_faltantes_17.50_moda_conf_0.150.out
moda,17.50,0.1500,625,1249,56.4696,85.1096
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_17.50_moda.arff -T ../data/validation2.csv.arff -C 0.1750 > ../output/exc2//tree_faltantes_17.50_moda_conf_0.175.out
moda,17.50,0.1750,653,1305,56.3099,85.796
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_17.50_moda.arff -T ../data/validation2.csv.arff -C 0.2000 > ../output/exc2//tree_faltantes_17.50_moda_conf_0.200.out
moda,17.50,0.2000,684,1367,56.9489,86.4824
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_17.50_moda.arff -T ../data/validation2.csv.arff -C 0.2250 > ../output/exc2//tree_faltantes_17.50_moda_conf_0.225.out
moda,17.50,0.2250,699,1397,56.869,86.7493
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_17.50_moda.arff -T ../data/validation2.csv.arff -C 0.2500 > ../output/exc2//tree_faltantes_17.50_moda_conf_0.250.out
moda,17.50,0.2500,702,1403,56.869,86.8065
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_17.50_moda.arff -T ../data/validation2.csv.arff -C 0.2750 > ../output/exc2//tree_faltantes_17.50_moda_conf_0.275.out
moda,17.50,0.2750,709,1417,56.9489,86.9399
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_17.50_moda.arff -T ../data/validation2.csv.arff -C 0.3000 > ../output/exc2//tree_faltantes_17.50_moda_conf_0.300.out
moda,17.50,0.3000,732,1463,57.0288,87.4166
# java -Xmx256m -classpath /usr/share/java/weka.jar weka.classifiers.trees.J48  -t ../output/exc2//dataset_faltantes_17.50_moda.arff -T ../data/validation2.csv.arff -C 0.3250 > ../output/exc2//tree_faltantes_17.50_moda_conf_0.325.out
